".groups","time","HR1","HR2","Resp1","Resp2","study","group","trial","condition","filename","optRadiusHR","optEmbdimHR","optDelayHR","optRadiusResp","optEmbdimResp","optDelayResp"
"1",11.203225,0.777707150184561,1.06797579218052,1.12982476935175,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"2",11.204893,0.777707150184561,1.06797579218052,0.980132137536698,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"3",11.206559,0.777707150184561,1.34974237071704,0.901265786232019,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"4",11.208223,0.777707150184561,1.45395740661411,0.96898656296942,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"5",11.209892,0.777707150184561,1.45395740661411,1.19160493525684,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"6",11.211559,0.777707150184561,1.45395740661411,1.53491453426193,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"7",11.213226,0.777707150184561,1.45395740661411,1.88276758450479,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"8",11.214892,0.777707150184561,1.50699641426047,2.13212923629811,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"9",11.216558,0.757792532518586,1.58655492573001,2.25384610291532,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"10",11.218224,0.733452444260173,1.58655492573001,2.28134176801381,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"11",11.219892,0.733452444260173,1.58655492573001,2.23055614757791,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"12",11.221559,0.733452444260173,1.58655492573001,2.13506099676979,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"13",11.223226,0.733452444260173,1.60509023214324,2.05438836969157,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"14",11.224891,0.733452444260173,1.75505771130485,2.01504875376082,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"15",11.226557,0.733452444260173,1.75505771130485,1.95506200853003,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"16",11.228225,0.733452444260173,1.75505771130485,1.84649837523948,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"17",11.229892,0.733452444260173,1.75505771130485,1.70792439474081,8.84346253953355e-16,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"18",11.231559,0.733452444260173,1.75505771130485,1.57856708890374,2.08880189501066,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"19",11.233224,0.584271164610339,1.46363450584174,1.4869056722494,1.71919143186312,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"20",11.234892,0.401938489482762,1.35584784080745,1.4383928561535,1.43814832440986,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"21",11.236557,0.401938489482762,1.35584784080745,1.40297590984455,1.2536962309373,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"22",11.238226,0.401938489482762,1.35584784080745,1.36417512528982,1.02213782684733,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"23",11.239892,0.401938489482762,1.35584784080745,1.32215189545143,0.615423506213864,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"24",11.24156,0.401938489482762,1.2859176100015,1.26761401076551,0.20739173398601,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"25",11.243223,0.401938489482762,0.578845276296909,1.2125992092252,0.138559250602049,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"26",11.244892,0.401938489482762,0.578845276296909,1.16317705971973,0.214191005691323,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"27",11.246559,0.401938489482762,0.578845276296909,1.11519342756946,0.107282571674804,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"28",11.248225,0.401938489482762,0.578845276296909,1.07210176720356,-0.0586207921646268,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"29",11.249892,0.175186772476076,0.578845276296909,1.03983279778519,-0.201914301853495,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"30",11.251559,-0.101954214976539,0.428491973000104,1.00209785482728,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"31",11.253223,-0.101954214976539,-0.0225679368903102,0.911792761049443,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"32",11.254891,-0.101954214976539,-0.0225679368903102,0.821231867893586,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"33",11.25656,-0.101954214976539,-0.0225679368903102,0.799643800690481,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"34",11.258225,-0.101954214976539,-0.0225679368903102,0.825905213436781,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"35",11.259892,-0.101954214976539,-0.0225679368903102,0.862865089164054,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"36",11.261557,-0.101954214976539,-0.0333158949421622,0.88168771433894,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"37",11.263224,-0.101954214976539,-0.0501268036899335,0.883503898064203,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"38",11.264892,-0.101954214976539,-0.0501268036899335,0.873764642044364,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"39",11.26656,-0.219223385583649,-0.0501268036899335,0.824118908251217,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"40",11.268225,-0.362552371881227,-0.0501268036899335,0.733473474296466,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"41",11.269892,-0.362552371881227,-0.0501268036899335,0.661402357527032,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"42",11.271557,-0.362552371881227,-0.0641015113459258,0.623468635396259,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"43",11.273225,-0.362552371881227,-0.0775281912507012,0.572108549151571,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"44",11.274893,-0.362552371881227,-0.0775281912507012,0.490608639855732,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"45",11.276559,-0.362552371881227,-0.0775281912507012,0.408080197245367,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"46",11.278224,-0.362552371881227,-0.0775281912507012,0.411426846071712,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"47",11.279892,-0.362552371881227,-0.0775281912507012,0.607652145599692,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"48",11.281557,-0.362552371881227,0.283288240813858,0.85782889440128,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"49",11.283225,-0.19410898497387,0.373492348829998,0.950496688659544,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"50",11.284893,0.0117662656906753,0.373492348829998,0.86366006999363,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"51",11.286558,0.0117662656906753,0.373492348829998,0.702096369005662,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"52",11.288224,0.0117662656906753,0.373492348829998,0.520176976810773,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"53",11.289891,0.0117662656906753,0.369446707183813,0.342056456432548,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"54",11.291559,0.0117662656906753,0.315697468170217,0.203429891332269,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"55",11.293225,0.0117662656906753,0.315697468170217,0.0910672302134811,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"56",11.294892,0.0117662656906753,0.315697468170217,-0.0780891616211001,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"57",11.296558,0.0117662656906753,0.315697468170217,-0.268815856360796,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"58",11.298224,0.0117662656906753,0.315697468170217,-0.408774344887049,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"59",11.299891,0.348235432843978,0.416120403995656,-0.485382350785374,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"60",11.30156,0.759475526031349,0.54923917939217,-0.503227980277263,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"61",11.303226,0.759475526031349,0.54923917939217,-0.491613613864492,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"62",11.304891,0.759475526031349,0.54923917939217,-0.496480396493043,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"63",11.306558,0.759475526031349,0.54923917939217,-0.582842890767549,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"64",11.308224,0.759475526031349,0.54923917939217,-0.77599494950813,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"65",11.309893,0.759475526031349,0.442096604444788,-0.90092713777896,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"66",11.311559,0.759475526031349,0.402468528779318,-0.875606174458244,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"67",11.313225,0.759475526031349,0.402468528779318,-0.784372664083622,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"68",11.314891,0.759475526031349,0.402468528779318,-0.693331939491037,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"69",11.316558,1.01484199948338,0.402468528779318,-0.63596204957783,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"70",11.318224,1.32695657814697,0.416578668580726,-0.648073279009086,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"71",11.319893,1.32695657814697,0.578845276296909,-0.708231886902827,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"72",11.321559,1.32695657814697,0.578845276296909,-0.753345632396592,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"73",11.323223,1.32695657814697,0.578845276296909,-0.758892131450071,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"74",11.324892,1.32695657814697,0.578845276296909,-0.767778432503767,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"75",11.326558,1.32695657814697,0.578845276296909,-0.808859959157691,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"76",11.328225,1.32695657814697,0.621856006012986,-0.88443166006465,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"77",11.329893,1.32695657814697,0.668450963205401,-0.97172104037315,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"78",11.331559,1.32695657814697,0.668450963205401,-1.03371941731355,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"79",11.333223,1.59751349390777,0.668450963205401,-1.04425872618755,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"80",11.334892,1.92819416872654,0.668450963205401,-1.01268069189375,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"81",11.336559,1.92819416872654,0.668450963205401,-0.964773913534971,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"82",11.338226,1.92819416872654,0.617585169055239,-0.929329661334429,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"83",11.339892,1.92819416872654,0.608608852440504,-0.916409920247171,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"84",11.341558,1.92819416872654,0.608608852440504,-0.921023345885139,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"85",11.343224,1.92819416872654,0.608608852440504,-0.910722576851242,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"86",11.344892,1.92819416872654,0.608608852440504,-0.884936175897119,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"87",11.346559,1.92819416872654,0.577687803891327,-0.886641125157011,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"88",11.348226,1.92819416872654,0.402468528779318,-0.918584377786206,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"89",11.349891,2.08489236828175,0.402468528779318,-0.974319659197832,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"90",11.351557,2.27641238996034,0.402468528779318,-0.952190000720899,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"91",11.353225,2.27641238996034,0.402468528779318,-0.683088322323268,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"92",11.354892,2.27641238996034,0.402468528779318,-0.176893828825165,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"93",11.356559,2.27641238996034,0.475853854085744,0.448558068792539,0.0131362592619653,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"94",11.358224,2.27641238996034,0.54923917939217,1.01392663029223,0.580304260136337,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"95",11.359892,2.27641238996034,0.54923917939217,1.36046567609165,0.71009301849829,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"96",11.361557,2.27641238996034,0.54923917939217,1.48655555600968,0.506070370629491,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"97",11.363226,2.27641238996034,0.54923917939217,1.47879121447491,0.203002409882653,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"98",11.364892,2.27641238996034,0.567650077206708,1.40289888508595,-0.0725020205531133,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"99",11.36656,2.18055426088925,1.16293577321008,1.29694387626729,-0.223219064606749,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"100",11.368223,2.06339432535793,1.16293577321008,1.19605726101918,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"101",11.369892,2.06339432535793,1.16293577321008,1.10821191191611,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"102",11.371559,2.06339432535793,1.16293577321008,1.01902740992025,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"103",11.373225,2.06339432535793,1.16293577321008,0.92869501839211,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"104",11.374892,2.06339432535793,1.14416739752334,0.836837136091981,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"105",11.376559,2.06339432535793,1.13112496696137,0.734519438116032,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"106",11.378223,2.06339432535793,1.13112496696137,0.634380665782703,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"107",11.379891,2.06339432535793,1.13112496696137,0.526187071123398,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"108",11.38156,2.06339432535793,1.13112496696137,0.40716341455409,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"109",11.383225,1.69369062806744,1.1185644228703,0.296318819349473,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"110",11.384892,1.24183055360128,0.974118165822943,0.204180192754252,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"111",11.386557,1.24183055360128,0.974118165822943,0.122834378566863,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"112",11.388224,1.24183055360128,0.974118165822943,0.0553670483742512,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"113",11.389892,1.24183055360128,0.974118165822943,-0.00350374561070658,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"114",11.39156,1.24183055360128,0.974118165822943,-0.0643919597635116,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"115",11.393225,1.24183055360128,0.868711012087741,-0.128224398705242,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"116",11.394892,1.24183055360128,0.759001525547022,-0.182295258205919,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"117",11.396557,1.24183055360128,0.759001525547022,-0.216812624372468,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"118",11.398225,1.24183055360128,0.759001525547022,-0.231753766719103,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"119",11.399893,0.32009435062107,0.759001525547022,-0.233627973428681,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"120",11.401559,-0.806472119688079,0.759001525547022,-0.242390526852015,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"121",11.403224,-0.806472119688079,0.787267474129105,-0.269867059915553,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"122",11.404892,-0.806472119688079,0.789395018646036,-0.336743291640901,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"123",11.406557,-0.806472119688079,0.789395018646036,-0.440452028588455,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"124",11.408225,-0.806472119688079,0.789395018646036,-0.514784380694758,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"125",11.409893,-0.806472119688079,0.789395018646036,-0.54917824346969,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"126",11.411558,-0.806472119688079,0.800698878411048,-0.553143703719467,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"127",11.413224,-0.806472119688079,0.819945990983905,-0.531519700855809,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"128",11.414891,-0.806472119688079,0.819945990983905,-0.496754025299389,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"129",11.416559,-1.27577500572478,0.819945990983905,-0.454522215573503,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"130",11.418225,-1.84936742199186,0.819945990983905,-0.402881271055643,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"131",11.419892,-1.84936742199186,0.819945990983905,-0.351541147257643,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"132",11.421558,-1.84936742199186,0.979349626137706,-0.310611130037997,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"133",11.423224,-1.84936742199186,1.00529905511623,-0.288271914718596,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"134",11.424891,-1.84936742199186,1.00529905511623,-0.287623705091662,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"135",11.42656,-1.84936742199186,1.00529905511623,-0.300720112203844,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"136",11.428226,-1.84936742199186,1.00529905511623,-0.321333862208845,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"137",11.429891,-1.84936742199186,1.04296808905034,-0.345771902469513,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"138",11.431558,-1.84936742199186,1.09947163995152,-0.388055897873729,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"139",11.433224,-1.6330645716592,1.09947163995152,-0.463222976594571,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
"140",11.434893,-1.36869442125261,1.09947163995152,-0.545470943572464,-0.227883075913396,"Study1","G2","T2","Synchronous","Study1_G2_T2_Synchronous.csv",NA,NA,NA,0.254049030594976,2,18
